id,name,brand,category,price,description,stock,rating
LP1001,Econo Note v7347,NextGen,laptop,1377.44,17 inch laptop featuring long battery life.,9,4.2
LP1002,Pro Book v5705,TechCo,laptop,1464.65,14 inch laptop featuring high performance graphics.,152,3.9
TV1003,Infinity TV v35813,UltraVision,smart_tv,1552.29,75 inch smart TV with 4K resolution.,152,3.2
TV1004,SmartView TV v2570,ViewTech,smart_tv,2972.14,55 inch smart TV with 4K resolution.,112,4.0
LP1005,Econo Note v79409,NextGen,laptop,1137.72,15.6 inch laptop featuring lightweight design.,162,3.8
TV1006,Ultra TV v56696,UltraVision,smart_tv,1996.07,50 inch smart TV with HDR support.,155,3.9
TV1007,SmartView TV v33372,ViewTech,smart_tv,901.18,65 inch smart TV with HDR support.,155,4.5
SPK1008,Bass Boost v9032,SoundCo,speaker,289.86,Speaker delivering deep bass.,136,4.8
SP1009,Maxi Phone v66454,NextCom,smartphone,599.89,Smartphone with 5G connectivity.,95,4.3
TV1010,Cinema TV v218,ViewTech,smart_tv,2959.9,50 inch smart TV with 4K resolution.,42,4.2
TV1011,SmartView TV v63816,Spectra,smart_tv,1182.82,40 inch smart TV with sleek design.,192,3.3
TV1012,Infinity TV v97267,ViewTech,smart_tv,1374.76,55 inch smart TV with smart connectivity.,154,5.0
SPK1013,Audio Pro v84112,AudioMax,speaker,440.94,Speaker delivering compact design.,22,3.8
SP1014,Maxi Phone v55400,Futura,smartphone,688.53,Smartphone with 5G connectivity.,104,4.5
LP1015,Business Mate v9436,NextGen,laptop,804.7,15.6 inch laptop featuring long battery life.,109,4.1
LP1016,Business Mate v25460,EconCo,laptop,1253.26,15.6 inch laptop featuring lightweight design.,168,4.3
TV1017,Cinema TV v23383,CinemaCo,smart_tv,2624.1,40 inch smart TV with HDR support.,127,0.0
SPK1018,ClearSound v98740,BassLine,speaker,212.0,Speaker delivering wireless connectivity.,88,3.0
SPK1019,SoundWave v17373,BassLine,speaker,153.87,Speaker delivering compact design.,49,4.5
LP1020,Pro Book v62533,UltraComp,laptop,557.26,14 inch laptop featuring long battery life.,126,4.0
LP1021,Performance Pro v21087,EconCo,laptop,1367.74,17 inch laptop featuring lightweight design.,7,4.2
TV1022,Vivid TV v66698,ViewTech,smart_tv,2252.5,50 inch smart TV with HDR support.,103,4.0
LP1023,Econo Note v69573,EconCo,laptop,606.82,13.3 inch laptop featuring long battery life.,98,4.2
SP1024,SmartPhone X v21744,RivalTech,smartphone,906.87,Smartphone with 5G connectivity.,82,5.0
SP1025,Mobile Z v83542,NextCom,smartphone,552.26,Smartphone with long-lasting battery.,52,0.0
TV1026,Infinity TV v72509,UltraVision,smart_tv,2142.74,55 inch smart TV with sleek design.,118,4.0
LP1027,Pro Book v46923,UltraComp,laptop,1866.92,14 inch laptop featuring long battery life.,7,5.0
SP1028,SmartPhone Y v19439,TechCo,smartphone,790.04,Smartphone with vivid display.,128,4.5
TV1029,Infinity TV v65701,Spectra,smart_tv,1655.7,65 inch smart TV with 4K resolution.,91,3.9
SP1030,Fusion Phone v1213,TechCo,smartphone,989.19,Smartphone with vivid display.,102,4.2
TV1031,Ultra TV v56604,Spectra,smart_tv,2559.76,75 inch smart TV with 4K resolution.,172,3.5
SP1032,SmartPhone Y v72674,RivalTech,smartphone,225.26,Smartphone with long-lasting battery.,184,3.5
SPK1033,Bass Boost v25567,BeatBox,speaker,207.08,Speaker delivering crystal clear sound.,64,4.0
LP1034,Ultra Thin v38390,TechCo,laptop,1135.57,14 inch laptop featuring long battery life.,107,4.0
SPK1035,SoundWave v56112,AudioMax,speaker,281.33,Speaker delivering compact design.,74,4.5
SP1036,SmartPhone X v21325,RivalTech,smartphone,665.81,Smartphone with 5G connectivity.,46,4.5
LP1037,Pro Book v24978,EconCo,laptop,413.16,13.3 inch laptop featuring latest processor.,124,4.0
SP1038,SmartPhone Y v54681,Futura,smartphone,503.0,Smartphone with advanced camera system.,93,3.8
TV1039,Vivid TV v24001,CinemaCo,smart_tv,2322.44,65 inch smart TV with 4K resolution.,167,3.8
SP1040,SmartPhone X v49759,Futura,smartphone,319.25,Smartphone with 5G connectivity.,62,4.2
SP1041,SmartPhone X v75178,NextCom,smartphone,594.52,Smartphone with vivid display.,84,3.7
SPK1042,BoomBox v88823,BassLine,speaker,363.12,Speaker delivering crystal clear sound.,5,4.0
LP1043,Performance Pro v10162,TechCo,laptop,1903.64,17 inch laptop featuring high performance graphics.,85,3.7
LP1044,Performance Pro v71434,TechCo,laptop,1643.88,15.6 inch laptop featuring lightweight design.,131,4.0
SP1045,SmartPhone Y v78020,TechCo,smartphone,1160.11,Smartphone with advanced camera system.,46,4.0
LP1046,Econo Note v17825,NextGen,laptop,1771.25,13.3 inch laptop featuring lightweight design.,7,4.5
TV1047,Infinity TV v63065,ViewTech,smart_tv,2200.72,75 inch smart TV with sleek design.,170,4.0
SPK1048,ClearSound v83507,SoundCo,speaker,228.29,Speaker delivering deep bass.,85,4.3
SPK1049,Bass Boost v78310,AudioMax,speaker,347.3,Speaker delivering deep bass.,38,4.0
TV1050,Vivid TV v2330,Spectra,smart_tv,2000.09,55 inch smart TV with HDR support.,131,3.8
SP1051,SmartPhone Y v20813,NextCom,smartphone,704.91,Smartphone with 5G connectivity.,26,4.0
SP1052,SmartPhone X v33443,NextCom,smartphone,650.37,Smartphone with advanced camera system.,107,4.0
LP1053,Econo Note v27881,TechCo,laptop,1739.07,13.3 inch laptop featuring lightweight design.,25,3.5
LP1054,Business Mate v3787,EconCo,laptop,562.41,14 inch laptop featuring high performance graphics.,126,3.0
TV1055,SmartView TV v17770,Spectra,smart_tv,1578.21,50 inch smart TV with smart connectivity.,87,4.5
SP1056,Maxi Phone v84434,TechCo,smartphone,593.59,Smartphone with long-lasting battery.,72,0.0
SP1057,Fusion Phone v24025,Futura,smartphone,360.07,Smartphone with vivid display.,179,4.2
LP1058,Business Mate v12720,UltraComp,laptop,1061.06,13.3 inch laptop featuring high performance graphics.,124,4.0
SP1059,Maxi Phone v96848,RivalTech,smartphone,599.8,Smartphone with long-lasting battery.,191,0.0
SP1060,Fusion Phone v96045,NextCom,smartphone,812.44,Smartphone with 5G connectivity.,78,0.0
SPK1061,ClearSound v53638,BassLine,speaker,447.23,Speaker delivering deep bass.,8,5.0
SPK1062,Bass Boost v47162,AudioMax,speaker,276.72,Speaker delivering wireless connectivity.,111,3.2
SP1063,SmartPhone Y v84474,TechCo,smartphone,947.41,Smartphone with vivid display.,20,3.5
SP1064,Maxi Phone v73777,Futura,smartphone,863.83,Smartphone with advanced camera system.,96,4.0
LP1065,Ultra Thin v78897,EconCo,laptop,1854.33,15.6 inch laptop featuring latest processor.,20,3.8
TV1066,Cinema TV v34464,ViewTech,smart_tv,2210.46,40 inch smart TV with 4K resolution.,17,3.8
SPK1067,ClearSound v45978,AudioMax,speaker,226.51,Speaker delivering deep bass.,59,4.2
SP1068,SmartPhone Y v19319,NextCom,smartphone,445.64,Smartphone with advanced camera system.,3,4.0
TV1069,Cinema TV v28399,UltraVision,smart_tv,791.8,40 inch smart TV with sleek design.,12,0.0
SP1070,SmartPhone X v16030,Futura,smartphone,700.15,Smartphone with vivid display.,45,4.2
TV1071,Vivid TV v28474,Spectra,smart_tv,2059.96,50 inch smart TV with smart connectivity.,2,4.2
TV1072,Cinema TV v87967,Spectra,smart_tv,756.49,75 inch smart TV with 4K resolution.,85,0.0
LP1073,Econo Note v58270,EconCo,laptop,1697.64,14 inch laptop featuring high performance graphics.,144,4.2
LP1074,Performance Pro v1141,UltraComp,laptop,371.32,14 inch laptop featuring high performance graphics.,141,3.8
TV1075,SmartView TV v10916,CinemaCo,smart_tv,1814.67,50 inch smart TV with smart connectivity.,26,3.9
SPK1076,Audio Pro v59594,AudioMax,speaker,255.88,Speaker delivering wireless connectivity.,98,4.2
SP1077,SmartPhone X v41686,NextCom,smartphone,548.65,Smartphone with advanced camera system.,12,3.8
LP1078,Performance Pro v80332,UltraComp,laptop,1327.48,15.6 inch laptop featuring latest processor.,102,0.0
LP1079,Ultra Thin v39718,NextGen,laptop,990.48,13.3 inch laptop featuring high performance graphics.,74,4.4
SPK1080,BoomBox v39883,SoundCo,speaker,341.68,Speaker delivering compact design.,180,4.0
SP1081,SmartPhone X v12483,NextCom,smartphone,247.41,Smartphone with vivid display.,109,3.5
SPK1082,BoomBox v38141,BassLine,speaker,117.87,Speaker delivering deep bass.,46,3.5
LP1083,Econo Note v70727,NextGen,laptop,837.83,14 inch laptop featuring high performance graphics.,136,5.0
TV1084,Ultra TV v64473,CinemaCo,smart_tv,484.75,50 inch smart TV with sleek design.,8,0.0
TV1085,SmartView TV v85404,Spectra,smart_tv,948.31,50 inch smart TV with HDR support.,55,3.5
SP1086,SmartPhone Y v28248,TechCo,smartphone,443.05,Smartphone with vivid display.,42,4.0
TV1087,Vivid TV v89789,CinemaCo,smart_tv,2714.26,40 inch smart TV with sleek design.,19,3.5
SPK1088,Bass Boost v61959,AudioMax,speaker,360.08,Speaker delivering deep bass.,64,4.0
LP1089,Ultra Thin v84901,UltraComp,laptop,500.4,15.6 inch laptop featuring long battery life.,58,4.0
SP1090,Mobile Z v36441,NextCom,smartphone,1069.5,Smartphone with 5G connectivity.,175,4.2
LP1091,Performance Pro v16101,TechCo,laptop,965.06,13.3 inch laptop featuring high performance graphics.,132,3.8
TV1092,Infinity TV v71214,Spectra,smart_tv,2600.18,75 inch smart TV with smart connectivity.,178,4.5
SPK1093,ClearSound v20083,BeatBox,speaker,82.18,Speaker delivering deep bass.,190,4.2
SP1094,Fusion Phone v42768,RivalTech,smartphone,397.31,Smartphone with advanced camera system.,96,3.8
LP1095,Econo Note v64818,EconCo,laptop,1804.41,15.6 inch laptop featuring latest processor.,170,4.0
LP1096,Ultra Thin v16275,NextGen,laptop,694.93,15.6 inch laptop featuring long battery life.,163,4.2
LP1097,Pro Book v45187,UltraComp,laptop,568.08,17 inch laptop featuring latest processor.,92,4.2
TV1098,Infinity TV v60352,ViewTech,smart_tv,2580.24,65 inch smart TV with smart connectivity.,195,4.5
TV1099,Ultra TV v64749,UltraVision,smart_tv,1179.5,75 inch smart TV with sleek design.,147,4.5
SP1100,Fusion Phone v40542,Futura,smartphone,554.17,Smartphone with 5G connectivity.,136,3.9
SP1101,SmartPhone X v59110,RivalTech,smartphone,746.3,Smartphone with vivid display.,81,4.8
SPK1102,SoundWave v58769,BeatBox,speaker,488.75,Speaker delivering crystal clear sound.,129,4.5
TV1103,Cinema TV v46492,ViewTech,smart_tv,2663.7,50 inch smart TV with smart connectivity.,142,4.0
SP1104,Fusion Phone v67231,TechCo,smartphone,402.79,Smartphone with vivid display.,47,4.0
LP1105,Econo Note v66524,UltraComp,laptop,1481.54,15.6 inch laptop featuring lightweight design.,47,4.0
SPK1106,Audio Pro v15795,BeatBox,speaker,339.19,Speaker delivering deep bass.,32,4.1
TV1107,Vivid TV v34936,ViewTech,smart_tv,2752.99,50 inch smart TV with 4K resolution.,82,0.0
LP1108,Business Mate v11737,NextGen,laptop,429.36,13.3 inch laptop featuring long battery life.,7,3.4
LP1109,Business Mate v23188,TechCo,laptop,1819.75,13.3 inch laptop featuring long battery life.,200,4.0
LP1110,Performance Pro v3209,EconCo,laptop,479.62,13.3 inch laptop featuring lightweight design.,132,4.5
LP1111,Econo Note v23877,UltraComp,laptop,444.63,15.6 inch laptop featuring long battery life.,160,4.0
SP1112,Fusion Phone v29616,RivalTech,smartphone,742.53,Smartphone with 5G connectivity.,153,4.0
SP1113,SmartPhone Y v18180,Futura,smartphone,515.41,Smartphone with advanced camera system.,179,4.0
SPK1114,Bass Boost v10226,BassLine,speaker,339.8,Speaker delivering deep bass.,101,4.0
SP1115,SmartPhone Y v49101,NextCom,smartphone,1075.57,Smartphone with advanced camera system.,141,4.2
LP1116,Performance Pro v1786,EconCo,laptop,409.31,14 inch laptop featuring lightweight design.,143,4.2
LP1117,Performance Pro v44184,EconCo,laptop,1813.19,17 inch laptop featuring lightweight design.,106,4.5
SP1118,Mobile Z v62308,NextCom,smartphone,320.65,Smartphone with vivid display.,148,4.5
LP1119,Pro Book v9781,EconCo,laptop,1311.8,15.6 inch laptop featuring lightweight design.,170,4.5
TV1120,Vivid TV v34751,UltraVision,smart_tv,1105.44,65 inch smart TV with sleek design.,110,4.0
TV1121,Infinity TV v35447,UltraVision,smart_tv,1394.49,65 inch smart TV with smart connectivity.,147,4.5
SPK1122,Audio Pro v68487,BassLine,speaker,286.35,Speaker delivering crystal clear sound.,26,4.4
SP1123,SmartPhone Y v62191,Futura,smartphone,661.8,Smartphone with 5G connectivity.,86,4.5
TV1124,Ultra TV v5624,Spectra,smart_tv,1386.62,65 inch smart TV with 4K resolution.,98,3.5
LP1125,Ultra Thin v56981,NextGen,laptop,1537.8,15.6 inch laptop featuring long battery life.,152,4.0
LP1126,Pro Book v96656,NextGen,laptop,1659.52,13.3 inch laptop featuring latest processor.,190,3.5
SP1127,Fusion Phone v34426,Futura,smartphone,768.91,Smartphone with long-lasting battery.,52,0.0
TV1128,Vivid TV v62077,CinemaCo,smart_tv,1145.5,55 inch smart TV with 4K resolution.,1,4.0
LP1129,Ultra Thin v33400,EconCo,laptop,1080.89,13.3 inch laptop featuring lightweight design.,121,3.7
SP1130,SmartPhone X v51726,Futura,smartphone,1172.1,Smartphone with long-lasting battery.,115,4.5
LP1131,Pro Book v21758,TechCo,laptop,523.49,14 inch laptop featuring long battery life.,2,3.5
LP1132,Performance Pro v59885,UltraComp,laptop,541.34,17 inch laptop featuring latest processor.,11,0.0
TV1133,Ultra TV v20479,UltraVision,smart_tv,327.74,65 inch smart TV with 4K resolution.,33,4.0
TV1134,Cinema TV v12380,CinemaCo,smart_tv,1717.17,50 inch smart TV with sleek design.,101,4.0
SP1135,SmartPhone Y v83872,Futura,smartphone,562.71,Smartphone with 5G connectivity.,90,3.8
SPK1136,Audio Pro v73416,SoundCo,speaker,292.07,Speaker delivering crystal clear sound.,133,4.2
TV1137,Cinema TV v97391,ViewTech,smart_tv,2996.87,65 inch smart TV with sleek design.,31,3.9
SP1138,SmartPhone Y v17569,NextCom,smartphone,790.65,Smartphone with long-lasting battery.,35,3.2
SP1139,Maxi Phone v27382,TechCo,smartphone,629.04,Smartphone with vivid display.,57,4.2
LP1140,Business Mate v15263,TechCo,laptop,1157.84,14 inch laptop featuring latest processor.,83,4.4
SPK1141,SoundWave v56062,AudioMax,speaker,195.75,Speaker delivering deep bass.,45,4.5
SPK1142,ClearSound v56811,BeatBox,speaker,71.64,Speaker delivering wireless connectivity.,74,4.2
SP1143,SmartPhone Y v40641,Futura,smartphone,907.25,Smartphone with advanced camera system.,171,4.2
SPK1144,Audio Pro v93429,BassLine,speaker,131.23,Speaker delivering crystal clear sound.,149,4.2
LP1145,Business Mate v76647,NextGen,laptop,1030.25,13.3 inch laptop featuring long battery life.,137,4.0
LP1146,Pro Book v1055,NextGen,laptop,852.77,15.6 inch laptop featuring high performance graphics.,26,3.2
SP1147,SmartPhone Y v10174,Futura,smartphone,579.47,Smartphone with advanced camera system.,139,4.0
TV1148,Cinema TV v47890,CinemaCo,smart_tv,1991.62,55 inch smart TV with sleek design.,36,4.0
SP1149,SmartPhone Y v71706,TechCo,smartphone,822.8,Smartphone with long-lasting battery.,107,3.8
SPK1150,Bass Boost v79882,BeatBox,speaker,418.03,Speaker delivering wireless connectivity.,73,4.0
SP1151,Fusion Phone v55672,Futura,smartphone,497.39,Smartphone with vivid display.,54,4.2
SPK1152,Bass Boost v92372,BeatBox,speaker,111.42,Speaker delivering wireless connectivity.,141,3.8
SP1153,Mobile Z v85187,TechCo,smartphone,566.31,Smartphone with long-lasting battery.,17,4.1
TV1154,Infinity TV v98214,Spectra,smart_tv,1327.97,50 inch smart TV with sleek design.,145,4.0
LP1155,Pro Book v41097,TechCo,laptop,1030.46,14 inch laptop featuring lightweight design.,108,4.7
TV1156,SmartView TV v94933,ViewTech,smart_tv,2983.05,50 inch smart TV with smart connectivity.,46,4.5
SPK1157,Audio Pro v99225,AudioMax,speaker,241.11,Speaker delivering wireless connectivity.,151,4.2
SP1158,SmartPhone X v85084,NextCom,smartphone,272.28,Smartphone with long-lasting battery.,55,4.0
TV1159,Vivid TV v23244,ViewTech,smart_tv,934.31,65 inch smart TV with smart connectivity.,23,4.1
LP1160,Performance Pro v11864,EconCo,laptop,1299.14,17 inch laptop featuring high performance graphics.,116,4.2
LP1161,Pro Book v2109,EconCo,laptop,1636.88,15.6 inch laptop featuring high performance graphics.,59,4.0
TV1162,Cinema TV v33057,Spectra,smart_tv,1844.09,75 inch smart TV with 4K resolution.,62,4.3
SP1163,SmartPhone X v67979,RivalTech,smartphone,383.37,Smartphone with long-lasting battery.,103,3.8
SPK1164,BoomBox v80600,SoundCo,speaker,273.97,Speaker delivering deep bass.,136,3.8
SPK1165,Audio Pro v77738,BeatBox,speaker,92.77,Speaker delivering crystal clear sound.,90,3.8
SP1166,Fusion Phone v45396,TechCo,smartphone,897.74,Smartphone with vivid display.,1,0.0
TV1167,Ultra TV v75112,Spectra,smart_tv,1640.98,50 inch smart TV with HDR support.,188,4.0
TV1168,Vivid TV v6056,ViewTech,smart_tv,2500.75,75 inch smart TV with HDR support.,37,4.5
LP1169,Econo Note v28439,UltraComp,laptop,1110.22,13.3 inch laptop featuring latest processor.,160,3.5
TV1170,Vivid TV v71159,ViewTech,smart_tv,423.77,75 inch smart TV with smart connectivity.,135,4.0
LP1171,Ultra Thin v15357,NextGen,laptop,1440.26,15.6 inch laptop featuring latest processor.,100,4.1
LP1172,Econo Note v36548,EconCo,laptop,651.13,14 inch laptop featuring lightweight design.,181,4.2
TV1173,Infinity TV v49051,ViewTech,smart_tv,681.23,50 inch smart TV with HDR support.,54,4.2
SPK1174,SoundWave v44053,AudioMax,speaker,201.52,Speaker delivering wireless connectivity.,27,0.0
SPK1175,Audio Pro v75083,SoundCo,speaker,464.89,Speaker delivering compact design.,130,4.2
LP1176,Ultra Thin v61747,TechCo,laptop,584.41,17 inch laptop featuring long battery life.,5,0.0
SP1177,Mobile Z v54905,RivalTech,smartphone,656.25,Smartphone with 5G connectivity.,154,0.0
SP1178,Maxi Phone v31664,RivalTech,smartphone,701.88,Smartphone with long-lasting battery.,145,3.5
LP1179,Performance Pro v91576,UltraComp,laptop,1834.68,14 inch laptop featuring high performance graphics.,106,4.5
LP1180,Business Mate v94599,TechCo,laptop,1998.08,17 inch laptop featuring long battery life.,113,3.8
TV1181,SmartView TV v44450,ViewTech,smart_tv,2313.22,65 inch smart TV with HDR support.,167,4.8
TV1182,Cinema TV v558,CinemaCo,smart_tv,445.15,50 inch smart TV with 4K resolution.,106,4.2
SPK1183,SoundWave v31102,BeatBox,speaker,126.37,Speaker delivering crystal clear sound.,90,4.2
SPK1184,BoomBox v11010,AudioMax,speaker,370.85,Speaker delivering crystal clear sound.,146,0.0
SPK1185,Bass Boost v24460,BeatBox,speaker,461.94,Speaker delivering crystal clear sound.,123,4.0
LP1186,Ultra Thin v38621,EconCo,laptop,1632.79,15.6 inch laptop featuring high performance graphics.,157,0.0
SP1187,Fusion Phone v291,TechCo,smartphone,612.64,Smartphone with vivid display.,84,3.8
SP1188,Mobile Z v62843,NextCom,smartphone,1132.59,Smartphone with advanced camera system.,3,4.3
TV1189,Ultra TV v87588,CinemaCo,smart_tv,2547.04,65 inch smart TV with sleek design.,31,4.2
TV1190,Infinity TV v57496,Spectra,smart_tv,2421.68,40 inch smart TV with HDR support.,79,3.8
LP1191,Econo Note v20223,UltraComp,laptop,606.77,13.3 inch laptop featuring lightweight design.,127,0.0
SPK1192,Bass Boost v73317,SoundCo,speaker,454.79,Speaker delivering compact design.,71,4.0
SPK1193,Audio Pro v69983,AudioMax,speaker,214.06,Speaker delivering wireless connectivity.,120,4.0
LP1194,Performance Pro v74518,EconCo,laptop,1624.54,14 inch laptop featuring high performance graphics.,60,4.6
LP1195,Econo Note v53802,TechCo,laptop,475.98,14 inch laptop featuring lightweight design.,15,3.0
SP1196,SmartPhone X v77325,NextCom,smartphone,458.38,Smartphone with long-lasting battery.,28,4.2
LP1197,Pro Book v92150,NextGen,laptop,617.86,17 inch laptop featuring high performance graphics.,153,4.0
TV1198,SmartView TV v53580,UltraVision,smart_tv,1577.75,55 inch smart TV with HDR support.,77,4.3
SPK1199,ClearSound v3206,BassLine,speaker,449.68,Speaker delivering crystal clear sound.,36,4.0
SPK1200,BoomBox v61804,BeatBox,speaker,258.28,Speaker delivering compact design.,188,3.3
TV1201,Infinity TV v81046,ViewTech,smart_tv,440.68,75 inch smart TV with HDR support.,187,4.0
TV1202,Cinema TV v19886,ViewTech,smart_tv,2028.94,75 inch smart TV with smart connectivity.,42,3.8
TV1203,Vivid TV v49278,UltraVision,smart_tv,1347.39,55 inch smart TV with 4K resolution.,168,3.5
SP1204,Maxi Phone v72997,RivalTech,smartphone,979.29,Smartphone with long-lasting battery.,168,3.8
TV1205,SmartView TV v38438,ViewTech,smart_tv,1603.79,50 inch smart TV with 4K resolution.,102,4.0
LP1206,Pro Book v26454,UltraComp,laptop,1971.36,15.6 inch laptop featuring long battery life.,85,4.4
LP1207,Business Mate v15657,NextGen,laptop,1948.78,15.6 inch laptop featuring long battery life.,138,0.0
TV1208,Infinity TV v86958,Spectra,smart_tv,1667.72,65 inch smart TV with sleek design.,45,4.0
LP1209,Business Mate v24145,NextGen,laptop,1764.55,14 inch laptop featuring long battery life.,108,4.0
SP1210,Maxi Phone v8233,RivalTech,smartphone,580.75,Smartphone with long-lasting battery.,13,3.5
LP1211,Econo Note v76054,EconCo,laptop,726.95,17 inch laptop featuring high performance graphics.,51,3.5
LP1212,Econo Note v14076,EconCo,laptop,1619.91,14 inch laptop featuring long battery life.,153,5.0
SP1213,Fusion Phone v80616,Futura,smartphone,1146.77,Smartphone with vivid display.,119,4.0
SPK1214,BoomBox v85263,AudioMax,speaker,149.55,Speaker delivering compact design.,188,3.2
SP1215,Maxi Phone v40472,TechCo,smartphone,1058.28,Smartphone with vivid display.,6,4.5
TV1216,Cinema TV v47614,UltraVision,smart_tv,472.73,55 inch smart TV with smart connectivity.,174,4.0
LP1217,Ultra Thin v76564,TechCo,laptop,762.02,14 inch laptop featuring latest processor.,41,4.5
SPK1218,BoomBox v62306,SoundCo,speaker,152.86,Speaker delivering wireless connectivity.,65,4.0
SPK1219,SoundWave v27183,BassLine,speaker,146.71,Speaker delivering crystal clear sound.,55,3.5
LP1220,Pro Book v27077,UltraComp,laptop,1441.68,17 inch laptop featuring latest processor.,84,4.0
SPK1221,ClearSound v36988,SoundCo,speaker,194.05,Speaker delivering deep bass.,26,3.5
SPK1222,SoundWave v97163,SoundCo,speaker,106.38,Speaker delivering compact design.,195,4.4
LP1223,Econo Note v74218,NextGen,laptop,621.45,15.6 inch laptop featuring long battery life.,48,3.8
TV1224,SmartView TV v4554,Spectra,smart_tv,743.4,40 inch smart TV with 4K resolution.,57,3.8
TV1225,Ultra TV v13240,Spectra,smart_tv,1128.83,65 inch smart TV with 4K resolution.,43,4.0
TV1226,SmartView TV v78972,ViewTech,smart_tv,1449.22,75 inch smart TV with smart connectivity.,12,4.2
SP1227,SmartPhone Y v24423,RivalTech,smartphone,531.16,Smartphone with advanced camera system.,18,4.3
TV1228,SmartView TV v82640,ViewTech,smart_tv,968.43,50 inch smart TV with sleek design.,18,3.8
TV1229,Cinema TV v93531,CinemaCo,smart_tv,2424.7,65 inch smart TV with smart connectivity.,81,4.0
SP1230,Fusion Phone v83710,NextCom,smartphone,669.93,Smartphone with vivid display.,111,0.0
TV1231,Infinity TV v21018,CinemaCo,smart_tv,2136.54,40 inch smart TV with smart connectivity.,35,4.0
SP1232,SmartPhone Y v92888,TechCo,smartphone,990.77,Smartphone with long-lasting battery.,81,5.0
SPK1233,Bass Boost v66780,AudioMax,speaker,347.12,Speaker delivering compact design.,64,4.0
TV1234,Cinema TV v38755,Spectra,smart_tv,1889.92,50 inch smart TV with HDR support.,56,0.0
SP1235,Maxi Phone v57740,NextCom,smartphone,1172.99,Smartphone with vivid display.,18,4.0
TV1236,Vivid TV v25078,UltraVision,smart_tv,2708.77,55 inch smart TV with 4K resolution.,196,0.0
LP1237,Performance Pro v33645,EconCo,laptop,308.12,13.3 inch laptop featuring lightweight design.,37,3.5
SPK1238,SoundWave v99546,AudioMax,speaker,399.15,Speaker delivering wireless connectivity.,55,4.2
LP1239,Econo Note v92892,UltraComp,laptop,1285.44,13.3 inch laptop featuring high performance graphics.,54,4.7
SPK1240,SoundWave v88721,AudioMax,speaker,398.23,Speaker delivering compact design.,198,3.8
TV1241,Cinema TV v61732,Spectra,smart_tv,1520.32,75 inch smart TV with HDR support.,12,4.5
SP1242,Maxi Phone v4683,Futura,smartphone,653.02,Smartphone with vivid display.,124,4.5
TV1243,Ultra TV v90974,UltraVision,smart_tv,1967.32,65 inch smart TV with smart connectivity.,179,3.8
TV1244,SmartView TV v2134,Spectra,smart_tv,344.09,55 inch smart TV with 4K resolution.,26,0.0
SP1245,SmartPhone Y v17487,NextCom,smartphone,589.39,Smartphone with vivid display.,43,4.5
TV1246,Ultra TV v22619,UltraVision,smart_tv,2004.82,40 inch smart TV with HDR support.,90,0.0
SP1247,Maxi Phone v73241,Futura,smartphone,229.39,Smartphone with long-lasting battery.,95,4.5
SP1248,Mobile Z v34495,NextCom,smartphone,432.45,Smartphone with 5G connectivity.,6,3.8
LP1249,Ultra Thin v67784,NextGen,laptop,1505.13,14 inch laptop featuring high performance graphics.,163,4.0
SPK1250,SoundWave v17635,BassLine,speaker,56.92,Speaker delivering deep bass.,73,0.0
SPK1251,ClearSound v11556,BassLine,speaker,178.41,Speaker delivering crystal clear sound.,186,3.9
SPK1252,SoundWave v28852,BeatBox,speaker,308.72,Speaker delivering compact design.,14,3.3
LP1253,Business Mate v7428,UltraComp,laptop,1345.08,14 inch laptop featuring lightweight design.,160,4.5
SPK1254,Bass Boost v34546,BeatBox,speaker,276.1,Speaker delivering deep bass.,73,4.5
LP1255,Performance Pro v49905,NextGen,laptop,834.66,17 inch laptop featuring long battery life.,108,3.8
SP1256,Maxi Phone v21965,NextCom,smartphone,299.17,Smartphone with 5G connectivity.,180,3.9
SP1257,Fusion Phone v34159,Futura,smartphone,832.44,Smartphone with vivid display.,89,3.5
TV1258,Cinema TV v97816,CinemaCo,smart_tv,694.52,55 inch smart TV with sleek design.,148,4.8
TV1259,Infinity TV v79434,CinemaCo,smart_tv,2343.95,55 inch smart TV with smart connectivity.,153,3.5
LP1260,Business Mate v16458,TechCo,laptop,1788.97,17 inch laptop featuring latest processor.,169,0.0
SP1261,Fusion Phone v1075,TechCo,smartphone,336.55,Smartphone with 5G connectivity.,187,4.1
LP1262,Pro Book v25186,UltraComp,laptop,1805.48,15.6 inch laptop featuring high performance graphics.,119,0.0
TV1263,Ultra TV v8278,Spectra,smart_tv,653.53,50 inch smart TV with sleek design.,42,4.5
SP1264,SmartPhone X v25888,RivalTech,smartphone,963.52,Smartphone with long-lasting battery.,25,4.0
SP1265,Fusion Phone v82332,TechCo,smartphone,707.57,Smartphone with advanced camera system.,109,3.5
LP1266,Econo Note v3441,UltraComp,laptop,1194.76,13.3 inch laptop featuring lightweight design.,38,3.5
SPK1267,Bass Boost v97577,AudioMax,speaker,284.43,Speaker delivering deep bass.,40,4.1
LP1268,Econo Note v41903,NextGen,laptop,951.53,15.6 inch laptop featuring lightweight design.,180,4.2
SPK1269,Bass Boost v93829,SoundCo,speaker,59.62,Speaker delivering crystal clear sound.,8,4.5
LP1270,Pro Book v14122,UltraComp,laptop,549.64,13.3 inch laptop featuring high performance graphics.,177,2.5
TV1271,Ultra TV v28614,Spectra,smart_tv,770.1,40 inch smart TV with HDR support.,32,5.0
